Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners;id
1940;De Fryske Marren;5;51430;9.7;1940
736;De Ronde Venen;2;44059;4.5;736
1690;De Wolden;1;24110;4.1;1690
503;Delft;4;103163;3.9;503
10;Delfzijl;0;24716;0;10
400;Den Helder;1;55604;1.8;400
762;Deurne;8;32362;24.7;762
150;Deventer;5;99957;5;150
384;Diemen;2;29196;6.9;384
1774;Dinkelland;6;26350;22.8;1774
221;Doesburg;1;11148;9;221
222;Doetinchem;0;57555;0;222
766;Dongen;5;26051;19.2;766
505;Dordrecht;4;118654;3.4;505
498;Drechterland;0;19597;0;498
1719;Drimmelen;12;27150;44.2;1719
303;Dronten;8;40815;19.6;303
225;Druten;5;18797;26.6;225
226;Duiven;2;25332;7.9;226
1711;Echt-Susteren;6;31638;19;1711
385;Edam-Volendam;0;36099;0;385
228;Ede;5;115710;4.3;228
317;Eemnes;1;9113;11;317
770;Eersel;4;19110;20.9;770
1903;Eijsden-Margraten;4;25658;15.6;1903
772;Eindhoven;23;231642;9.9;772
230;Elburg;1;23086;4.3;230
114;Emmen;2;107113;1.9;114
388;Enkhuizen;1;18507;5.4;388
153;Enschede;4;158986;2.5;153
232;Epe;4;33145;12.1;232
233;Ermelo;8;26858;29.8;233
777;Etten-Leur;13;43774;29.7;777
779;Geertruidenberg;7;21515;32.5;779
1771;Geldrop-Mierlo;3;39595;7.6;1771
1652;Gemert-Bakel;26;30447;85.4;1652
907;Gennep;2;17071;11.7;907
784;Gilze en Rijen;3;26431;11.4;784
1924;Goeree-Overflakkee;7;49611;14.1;1924
664;Goes;3;37653;8;664
785;Goirle;9;23793;37.8;785
1942;Gooise Meren;9;57715;15.6;1942
512;Gorinchem;0;36682;0;512
513;Gouda;7;73181;9.6;513
786;Grave;1;12483;8;786
14;Groningen;11;231299;4.8;14
1729;Gulpen-Wittem;2;14246;14;1729
158;Haaksbergen;1;24277;4.1;158
788;Haaren;9;14195;63.4;788
392;Haarlem;7;161265;4.3;392
394;Haarlemmermeer;4;154235;2.6;394
1655;Halderberge;2;30194;6.6;1655
160;Hardenberg;0;60574;0;160
243;Harderwijk;5;47581;10.5;243
523;Hardinxveld-Giessendam;5;18051;27.7;523
72;Harlingen;1;15758;6.3;72
244;Hattem;0;12173;0;244
396;Heemskerk;2;39164;5.1;396
397;Heemstede;5;27286;18.3;397
246;Heerde;3;18546;16.2;246
74;Heerenveen;0;50257;0;74
398;Heerhugowaard;2;56742;3.5;398
917;Heerlen;14;86832;16.1;917
1658;Heeze-Leende;4;15964;25.1;1658
399;Heiloo;3;23464;12.8;399
163;Hellendoorn;2;35808;5.6;163
530;Hellevoetsluis;1;40049;2.5;530
794;Helmond;20;91524;21.9;794
531;Hendrik-Ido-Ambacht;0;30966;0;531
164;Hengelo (O);4;80683;5;164
1966;Het Hogeland;0;47888;0;1966
252;Heumen;5;16486;30.3;252
797;Heusden;5;44135;11.3;797
534;Hillegom;1;21966;4.6;534
798;Hilvarenbeek;4;15334;26.1;798
402;Hilversum;3;90238;3.3;402
1963;Hoeksche Waard;8;86656;9.2;1963
1735;Hof van Twente;3;34940;8.6;1735
1911;Hollands Kroon;1;47815;2.1;1911
118;Hoogeveen;3;55662;5.4;118
405;Hoorn;1;73004;1.4;405
1507;Horst aan de Maas;8;42291;18.9;1507
321;Houten;14;49911;28;321
406;Huizen;2;41273;4.8;406
677;Hulst;0;27524;0;677
353;IJsselstein;7;34160;20.5;353
1884;Kaag en Braassem;0;26866;0;1884
166;Kampen;2;53779;3.7;166
678;Kapelle;2;12785;15.6;678
537;Katwijk;2;65302;3.1;537
928;Kerkrade;3;45642;6.6;928
1598;Koggenland;1;22738;4.4;1598
542;Krimpen aan den IJssel;1;29376;3.4;542
1931;Krimpenerwaard;4;56048;7.1;1931
1659;Laarbeek;2;22333;9;1659
1685;Landerd;16;15529;103;1685
882;Landgraaf;7;37591;18.6;882
415;Landsmeer;3;11488;26.1;415
416;Langedijk;4;27992;14.3;416
1621;Lansingerland;10;61601;16.2;1621
417;Laren;0;11195;0;417
80;Leeuwarden;4;123107;3.2;80
546;Leiden;11;124899;8.8;546
547;Leiderdorp;2;27109;7.4;547
1916;Leidschendam-Voorburg;6;75425;8;1916
995;Lelystad;12;77893;15.4;995
1640;Leudal;11;35681;30.8;1640
327;Leusden;3;30030;10;327
1705;Lingewaard;4;46475;8.6;1705
553;Lisse;0;22800;0;553
262;Lochem;1;33590;3;262
809;Loon op Zand;9;23327;38.6;809
331;Lopik;3;14473;20.7;331
24;Loppersum;0;9614;0;24
168;Losser;0;22622;0;168
263;Maasdriel;1;24693;4;263
1641;Maasgouw;4;23716;16.9;1641
556;Maassluis;2;32768;6.1;556
935;Maastricht;41;121565;33.7;935
420;Medemblik;0;44809;0;420
938;Meerssen;2;18923;10.6;938
1948;Meierijstad;60;80815;74.2;1948
119;Meppel;0;33564;0;119
687;Middelburg;2;48544;4.1;687
1842;Midden-Delfland;0;19391;0;1842
1731;Midden-Drenthe;0;33178;0;1731
1952;Midden-Groningen;2;60899;3.3;1952
815;Mill en Sint Hubert;1;10891;9.2;815
1709;Moerdijk;1;36961;2.7;1709
1978;Molenlanden;7;43858;16;1978
1955;Montferland;1;36026;2.8;1955
335;Montfoort;0;13996;0;335
944;Mook en Middelaar;0;7806;0;944
1740;Neder-Betuwe;4;24034;16.6;1740
946;Nederweert;7;17001;41.2;946
356;Nieuwegein;4;63036;6.3;356
569;Nieuwkoop;1;28628;3.5;569
267;Nijkerk;2;42943;4.7;267
268;Nijmegen;41;176731;23.2;268
1930;Nissewaard;4;84797;4.7;1930
1970;Noardeast-Fryslân;0;45181;0;1970
1695;Noord-Beveland;0;7308;0;1695
1699;Noordenveld;1;31290;3.2;1699
171;Noordoostpolder;2;46849;4.3;171
575;Noordwijk;2;42859;4.7;575
820;Nuenen, Gerwen en Nederwetten;1;23186;4.3;820
302;Nunspeet;3;27481;10.9;302
579;Oegstgeest;4;24426;16.4;579
823;Oirschot;1;18623;5.4;823
824;Oisterwijk;10;26140;38.3;824
1895;Oldambt;0;38129;0;1895
269;Oldebroek;5;23598;21.2;269
173;Oldenzaal;2;31840;6.3;173
1773;Olst-Wijhe;0;18071;0;1773
175;Ommen;2;17813;11.2;175
1586;Oost Gelre;0;29704;0;1586
826;Oosterhout;9;55616;16.2;826
85;Ooststellingwerf;0;25497;0;85
431;Oostzaan;2;9757;20.5;431
432;Opmeer;0;11779;0;432
86;Opsterland;2;29723;6.7;86
828;Oss;20;91451;21.9;828
1509;Oude IJsselstreek;2;39473;5.1;1509
437;Ouder-Amstel;3;13916;21.6;437
589;Oudewater;1;10201;9.8;589
1734;Overbetuwe;9;47543;18.9;1734
590;Papendrecht;0;32290;0;590
1894;Peel en Maas;36;43311;83.1;1894
765;Pekela;1;12214;8.2;765
1926;Pijnacker-Nootdorp;11;54331;20.2;1926
439;Purmerend;4;80117;5;439
273;Putten;2;24198;8.3;273
177;Raalte;3;37511;8;177
703;Reimerswaal;3;22678;13.2;703
274;Renkum;8;31302;25.6;274
339;Renswoude;0;5259;0;339
1667;Reusel-De Mierden;0;13060;0;1667
275;Rheden;3;43640;6.9;275
340;Rhenen;0;20004;0;340
597;Ridderkerk;1;46241;2.2;597
1742;Rijssen-Holten;0;38300;0;1742
603;Rijswijk;3;53467;5.6;603
1669;Roerdalen;1;20615;4.9;1669
957;Roermond;6;58209;10.3;957
1674;Roosendaal;6;77032;7.8;1674
599;Rotterdam;58;644618;9;599
277;Rozendaal;2;1654;120.9;277
840;Rucphen;1;22572;4.4;840
441;Schagen;5;46553;10.7;441
279;Scherpenzeel;0;9873;0;279
606;Schiedam;1;77999;1.3;606
88;Schiermonnikoog;0;936;0;88
1676;Schouwen-Duiveland;2;33779;5.9;1676
965;Simpelveld;5;10516;47.5;965
1702;Sint Anthonis;5;11606;43.1;1702
845;Sint-Michielsgestel;10;28991;34.5;845
1883;Sittard-Geleen;51;92661;55;1883
610;Sliedrecht;1;25026;4;610
1714;Sluis;2;23386;8.6;1714
90;Smallingerland;3;55938;5.4;90
342;Soest;12;46194;26;342
847;Someren;3;19322;15.5;847
848;Son en Breugel;4;16904;23.7;848
37;Stadskanaal;0;31789;0;37
180;Staphorst;1;17003;5.9;180
532;Stede Broec;1;21706;4.6;532
851;Steenbergen;2;25054;8;851
1708;Steenwijkerland;1;43940;2.3;1708
971;Stein;4;24961;16;971
1904;Stichtse Vecht;9;64336;14;1904
1900;Súdwest-Fryslân;2;89710;2.2;1900
715;Terneuzen;3;54589;5.5;715
93;Terschelling;0;4890;0;93
448;Texel;0;13547;0;448
1525;Teylingen;2;37061;5.4;1525
716;Tholen;2;25780;7.8;716
281;Tiel;4;41978;9.5;281
855;Tilburg;95;217259;43.7;855
183;Tubbergen;1;21276;4.7;183
1700;Twenterand;0;33792;0;1700
1730;Tynaarlo;3;33698;8.9;1730
737;Tytsjerksteradiel;1;31780;3.1;737
856;Uden;53;41782;126.8;856
450;Uitgeest;0;13528;0;450
451;Uithoorn;1;29424;3.4;451
184;Urk;1;20776;4.8;184
344;Utrecht;69;352866;19.6;344
1581;Utrechtse Heuvelrug;6;49515;12.1;1581
981;Vaals;0;10092;0;981
994;Valkenburg aan de Geul;2;16470;12.1;994
858;Valkenswaard;1;30910;3.2;858
47;Veendam;0;27491;0;47
345;Veenendaal;1;65589;1.5;345
717;Veere;1;21835;4.6;717
861;Veldhoven;1;45337;2.2;861
453;Velsen;4;68348;5.9;453
983;Venlo;12;101603;11.8;983
984;Venray;1;43326;2.3;984
1961;Vijfheerenlanden;4;55712;7.2;1961
622;Vlaardingen;2;72404;2.8;622
96;Vlieland;0;1138;0;96
718;Vlissingen;4;44371;9;718
986;Voerendaal;3;12452;24.1;986
626;Voorschoten;1;25479;3.9;626
285;Voorst;1;24417;4.1;285
865;Vught;7;26396;26.5;865
1949;Waadhoeke;0;46039;0;1949
866;Waalre;2;17247;11.6;866
867;Waalwijk;12;48240;24.9;867
627;Waddinxveen;1;28316;3.5;627
289;Wageningen;1;38774;2.6;289
629;Wassenaar;3;26211;11.4;629
852;Waterland;4;17315;23.1;852
988;Weert;0;49842;0;988
457;Weesp;0;19334;0;457
1960;West Betuwe;6;50697;11.8;1960
668;West Maas en Waal;3;19076;15.7;668
1969;Westerkwartier;1;63031;1.6;1969
1701;Westerveld;0;19348;0;1701
293;Westervoort;0;14944;0;293
1950;Westerwolde;0;25199;0;1950
1783;Westland;6;108603;5.5;1783
98;Weststellingwerf;0;25840;0;98
614;Westvoorne;3;14626;20.5;614
189;Wierden;0;24351;0;189
296;Wijchen;8;40951;19.5;296
1696;Wijdemeren;1;24013;4.2;1696
352;Wijk bij Duurstede;4;23762;16.8;352
294;Winterswijk;0;28903;0;294
873;Woensdrecht;0;21866;0;873
632;Woerden;4;52197;7.7;632
880;Wormerland;0;16329;0;880
351;Woudenberg;2;13166;15.2;351
479;Zaanstad;2;155885;1.3;479
297;Zaltbommel;3;28451;10.5;297
473;Zandvoort;1;17011;5.9;473
50;Zeewolde;3;22309;13.4;50
355;Zeist;12;63934;18.8;355
299;Zevenaar;2;43488;4.6;299
637;Zoetermeer;1;124944;0.8;637
638;Zoeterwoude;0;8450;0;638
1892;Zuidplas;0;42762;0;1892
879;Zundert;6;21612;27.8;879
301;Zutphen;1;47609;2.1;301
1896;Zwartewaterland;4;22503;17.8;1896
642;Zwijndrecht;5;44639;11.2;642
193;Zwolle;12;127497;9.4;193
