Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners;id
230;Elburg;16;23161;69.1;230
114;Emmen;14;107055;13.1;114
388;Enkhuizen;17;18592;91.4;388
153;Enschede;55;159734;34.4;153
232;Epe;29;33186;87.4;232
233;Ermelo;20;27005;74.1;233
777;Etten-Leur;51;43880;116.2;777
779;Geertruidenberg;12;21538;55.7;779
1771;Geldrop-Mierlo;24;39733;60.4;1771
1652;Gemert-Bakel;90;30725;292.9;1652
907;Gennep;14;16924;82.7;907
784;Gilze en Rijen;27;26438;102.1;784
1924;Goeree-Overflakkee;102;50049;203.8;1924
664;Goes;16;38080;42;664
785;Goirle;34;23906;142.2;785
1942;Gooise Meren;25;58041;43.1;1942
512;Gorinchem;17;37009;45.9;512
513;Gouda;37;73443;50.4;513
786;Grave;22;12437;176.9;786
14;Groningen;87;232922;37.4;14
1729;Gulpen-Wittem;10;14176;70.5;1729
158;Haaksbergen;10;24309;41.1;158
788;Haaren;22;14371;153.1;788
392;Haarlem;81;162961;49.7;392
394;Haarlemmermeer;53;156039;34;394
1655;Halderberge;13;30277;42.9;1655
160;Hardenberg;20;60940;32.8;160
243;Harderwijk;22;48429;45.4;243
523;Hardinxveld-Giessendam;7;18295;38.3;523
72;Harlingen;4;15720;25.4;72
244;Hattem;10;12213;81.9;244
396;Heemskerk;22;39188;56.1;396
397;Heemstede;27;27239;99.1;397
246;Heerde;34;18587;182.9;246
74;Heerenveen;8;50494;15.8;74
398;Heerhugowaard;27;57592;46.9;398
917;Heerlen;78;87057;89.6;917
1658;Heeze-Leende;16;16150;99.1;1658
399;Heiloo;16;23974;66.7;399
163;Hellendoorn;12;35923;33.4;163
530;Hellevoetsluis;15;40158;37.4;530
794;Helmond;100;92432;108.2;794
531;Hendrik-Ido-Ambacht;6;31204;19.2;531
164;Hengelo;32;81147;39.4;164
1966;Het Hogeland;9;47834;18.8;1966
252;Heumen;19;16450;115.5;252
797;Heusden;44;44699;98.4;797
534;Hillegom;5;22208;22.5;534
798;Hilvarenbeek;13;15514;83.8;798
402;Hilversum;24;90883;26.4;402
1963;Hoeksche Waard;60;87461;68.6;1963
1735;Hof van Twente;17;35013;48.6;1735
1911;Hollands Kroon;23;48434;47.5;1911
118;Hoogeveen;12;55697;21.5;118
405;Hoorn;22;73232;30;405
1507;Horst aan de Maas;32;42433;75.4;1507
321;Houten;56;50146;111.7;321
406;Huizen;13;41273;31.5;406
677;Hulst;3;27556;10.9;677
353;IJsselstein;34;34110;99.7;353
1884;Kaag en Braassem;6;27300;22;1884
166;Kampen;62;54340;114.1;166
678;Kapelle;2;12691;15.8;678
537;Katwijk;21;65754;31.9;537
928;Kerkrade;34;45744;74.3;928
1598;Koggenland;10;22752;44;1598
542;Krimpen aan den IJssel;13;29533;44;542
1931;Krimpenerwaard;33;56319;58.6;1931
1659;Laarbeek;44;22530;195.3;1659
1685;Landerd;47;15730;298.8;1685
882;Landgraaf;29;37457;77.4;882
415;Landsmeer;8;11492;69.6;415
416;Langedijk;15;28157;53.3;416
1621;Lansingerland;47;62396;75.3;1621
417;Laren;8;11274;71;417
80;Leeuwarden;23;124058;18.5;80
546;Leiden;37;125174;29.6;546
547;Leiderdorp;7;27059;25.9;547
1916;Leidschendam-Voorburg;21;76553;27.4;1916
995;Lelystad;31;78619;39.4;995
1640;Leudal;45;35896;125.4;1640
327;Leusden;19;30399;62.5;327
1705;Lingewaard;27;46606;57.9;1705
553;Lisse;4;22957;17.4;553
262;Lochem;14;33730;41.5;262
809;Loon op Zand;31;23407;132.4;809
331;Lopik;17;14471;117.5;331
24;Loppersum;1;9533;10.5;24
168;Losser;3;22685;13.2;168
263;Maasdriel;11;25034;43.9;263
1641;Maasgouw;13;23960;54.3;1641
556;Maassluis;14;33216;42.1;556
935;Maastricht;173;121558;142.3;935
420;Medemblik;19;45104;42.1;420
938;Meerssen;12;18832;63.7;938
1948;Meierijstad;227;81197;279.6;1948
119;Meppel;8;33902;23.6;119
687;Middelburg;13;48810;26.6;687
1842;Midden-Delfland;4;19344;20.7;1842
1731;Midden-Drenthe;5;33182;15.1;1731
1952;Midden-Groningen;6;60804;9.9;1952
815;Mill en Sint Hubert;11;10941;100.5;815
1709;Moerdijk;10;37136;26.9;1709
1978;Molenlanden;19;43931;43.2;1978
1955;Montferland;10;36009;27.8;1955
335;Montfoort;14;13920;100.6;335
944;Mook en Middelaar;8;7847;101.9;944
1740;Neder-Betuwe;31;24342;127.4;1740
946;Nederweert;27;17022;158.6;946
356;Nieuwegein;30;63461;47.3;356
569;Nieuwkoop;10;28809;34.7;569
267;Nijkerk;18;43176;41.7;267
268;Nijmegen;178;177698;100.2;268
1930;Nissewaard;38;85237;44.6;1930
1970;Noardeast-Fryslân;6;45251;13.3;1970
1695;Noord-Beveland;2;7395;27;1695
1699;Noordenveld;5;31242;16;1699
171;Noordoostpolder;11;47262;23.3;171
575;Noordwijk;17;43528;39.1;575
820;Nuenen, Gerwen en Nederwetten;14;23379;59.9;820
302;Nunspeet;45;27845;161.6;302
579;Oegstgeest;13;24843;52.3;579
823;Oirschot;14;18723;74.8;823
824;Oisterwijk;25;26241;95.3;824
1895;Oldambt;2;38213;5.2;1895
269;Oldebroek;28;23645;118.4;269
173;Oldenzaal;19;31832;59.7;173
1773;Olst-Wijhe;8;18251;43.8;1773
175;Ommen;10;18007;55.5;175
1586;Oost Gelre;11;29623;37.1;1586
826;Oosterhout;40;55990;71.4;826
85;Ooststellingwerf;1;25472;3.9;85
431;Oostzaan;7;9733;71.9;431
432;Opmeer;3;11837;25.3;432
86;Opsterland;7;29742;23.5;86
828;Oss;154;91932;167.5;828
1509;Oude IJsselstreek;10;39392;25.4;1509
437;Ouder-Amstel;9;14029;64.2;437
589;Oudewater;21;10226;205.4;589
1734;Overbetuwe;60;47909;125.2;1734
590;Papendrecht;7;32133;21.8;590
1894;Peel en Maas;134;43420;308.6;1894
765;Pekela;2;12199;16.4;765
1926;Pijnacker-Nootdorp;26;55329;47;1926
439;Purmerend;56;81233;68.9;439
273;Putten;6;24113;24.9;273
177;Raalte;17;37709;45.1;177
703;Reimerswaal;7;22728;30.8;703
274;Renkum;19;31404;60.5;274
339;Renswoude;1;5448;18.4;339
1667;Reusel-De Mierden;6;13110;45.8;1667
275;Rheden;34;43736;77.7;275
340;Rhenen;6;20125;29.8;340
597;Ridderkerk;33;46204;71.4;597
1742;Rijssen-Holten;21;38178;55;1742
603;Rijswijk;17;54432;31.2;603
1669;Roerdalen;14;20572;68.1;1669
957;Roermond;32;58254;54.9;957
1674;Roosendaal;26;77226;33.7;1674
599;Rotterdam;341;651376;52.4;599
277;Rozendaal;2;1705;117.3;277
840;Rucphen;10;22873;43.7;840
518;s-Gravenhage;176;545163;32.3;518
441;Schagen;16;46482;34.4;441
279;Scherpenzeel;4;9880;40.5;279
606;Schiedam;27;78739;34.3;606
88;Schiermonnikoog;0;947;0;88
1676;Schouwen-Duiveland;10;33858;29.5;1676
965;Simpelveld;12;10552;113.7;965
1702;Sint Anthonis;30;11672;257;1702
845;Sint-Michielsgestel;32;29203;109.6;845
1883;Sittard-Geleen;106;92422;114.7;1883
610;Sliedrecht;6;25217;23.8;610
1714;Sluis;6;23217;25.8;1714
90;Smallingerland;8;56154;14.2;90
342;Soest;29;46607;62.2;342
847;Someren;27;19376;139.3;847
848;Son en Breugel;24;17321;138.6;848
37;Stadskanaal;1;31688;3.2;37
180;Staphorst;5;17144;29.2;180
532;Stede Broec;20;21734;92;532
851;Steenbergen;17;24501;69.4;851
1708;Steenwijkerland;10;44139;22.7;1708
971;Stein;32;25000;128;971
1904;Stichtse Vecht;33;64928;50.8;1904
1900;Súdwest-Fryslân;22;89987;24.4;1900
715;Terneuzen;18;54438;33.1;715
93;Terschelling;0;4889;0;93
448;Texel;3;13573;22.1;448
1525;Teylingen;13;37426;34.7;1525
716;Tholen;30;25758;116.5;716
281;Tiel;29;42161;68.8;281
855;Tilburg;306;219800;139.2;855
183;Tubbergen;13;21279;61.1;183
1700;Twenterand;6;33743;17.8;1700
1730;Tynaarlo;17;33879;50.2;1730
737;Tytsjerksteradiel;4;32046;12.5;737
856;Uden;142;42122;337.1;856
450;Uitgeest;8;13649;58.6;450
451;Uithoorn;17;29466;57.7;451
184;Urk;14;21033;66.6;184
344;Utrecht;290;357694;81.1;344
1581;Utrechtse Heuvelrug;30;49601;60.5;1581
981;Vaals;8;10099;79.2;981
994;Valkenburg aan de Geul;13;16360;79.5;994
858;Valkenswaard;31;31200;99.4;858
47;Veendam;2;27387;7.3;47
345;Veenendaal;15;66491;22.6;345
717;Veere;9;21885;41.1;717
861;Veldhoven;26;45458;57.2;861
453;Velsen;38;68660;55.3;453
983;Venlo;86;101797;84.5;983
984;Venray;31;43604;71.1;984
1961;Vijfheerenlanden;36;56816;63.4;1961
622;Vlaardingen;35;73445;47.7;622
96;Vlieland;0;1152;0;96
718;Vlissingen;10;44365;22.5;718
986;Voerendaal;10;12471;80.2;986
626;Voorschoten;8;25603;31.2;626
285;Voorst;18;24546;73.3;285
865;Vught;36;26554;135.6;865
1949;Waadhoeke;6;46079;13;1949
866;Waalre;7;17454;40.1;866
867;Waalwijk;59;48620;121.3;867
627;Waddinxveen;9;29293;30.7;627
289;Wageningen;8;39673;20.2;289
629;Wassenaar;6;26214;22.9;629
852;Waterland;12;17422;68.9;852
988;Weert;41;50107;81.8;988
457;Weesp;10;19729;50.7;457
1960;West Betuwe;34;51198;66.4;1960
668;West Maas en Waal;17;19320;88;668
1969;Westerkwartier;18;63375;28.4;1969
1701;Westerveld;5;19460;25.7;1701
293;Westervoort;4;14973;26.7;293
1950;Westerwolde;4;25796;15.5;1950
1783;Westland;58;110357;52.6;1783
98;Weststellingwerf;3;25916;11.6;98
614;Westvoorne;11;14728;74.7;614
189;Wierden;9;24440;36.8;189
296;Wijchen;38;41124;92.4;296
1696;Wijdemeren;5;24360;20.5;1696
352;Wijk bij Duurstede;10;23910;41.8;352
294;Winterswijk;4;28865;13.9;294
873;Woensdrecht;6;21883;27.4;873
632;Woerden;40;52294;76.5;632
880;Wormerland;8;16299;49.1;880
351;Woudenberg;7;13362;52.4;351
479;Zaanstad;56;156711;35.7;479
297;Zaltbommel;16;28901;55.4;297
473;Zandvoort;10;17116;58.4;473
50;Zeewolde;8;22656;35.3;50
355;Zeist;44;64932;67.8;355
299;Zevenaar;20;43740;45.7;299
637;Zoetermeer;26;125283;20.8;637
638;Zoeterwoude;3;8611;34.8;638
1892;Zuidplas;16;43894;36.5;1892
879;Zundert;24;21821;110;879
301;Zutphen;15;47942;31.3;301
1896;Zwartewaterland;43;22690;189.5;1896
642;Zwijndrecht;15;44741;33.5;642
193;Zwolle;79;128831;61.3;193
